"id","age","indivcollect","rebel","indivchoice","belief_01","belief_02","conf_01","ar_01","apth_01","apth_02","agn_01","mean_01","rid_01","rp_01","rp_02","rp_03","snb_01","snb_02","snb_03","snb_04","snb_05","snb_06","snb_07","snb_08","snb_09","snb_10","snb_11","snb_12","snb_13","snb_14","snb_15","snb_16","snb_17","am_03","fsex","fissp_01","fissp_02","frid_02","fsnb_16","fsnb_17","fnation"
851,39.69,5.3,3.17,4.3,4.55,5.92,2.54,2.85,3.6,2.71,5.03,2.75,1,1.06,0.79,1,5.15,3.81,4.37,1.54,3.49,3.55,4.65,5.25,5.79,3.21,3.81,4.22,6.95,4.68,3.91,3,2,0.17,"Male","I know God really exists and I have no doubt about it.","Sceptic","Catholic","No, I’ve never had an experience like this.","No","UK"
852,37.84,7.03,2.42,2.95,4.27,5.34,2.85,2.71,4.01,3.38,3.47,4.33,1,1.34,1.42,0.84,5.28,4.18,3.89,2.7,2.59,4.55,3.27,2.33,4.43,4.34,3.66,3.21,3.35,5.53,3.26,1,1,2.33,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Buddhist","Sunni","Yes, I’ve had an experience like this.","Yes.","UK"
853,40.87,4.17,4.89,3.94,3.26,6.06,4.55,3.35,3.63,2.83,4.26,3.41,1,1.24,1.67,1.02,3.41,3.36,2.43,2.87,4.85,4.02,3.39,4.74,5.53,2.99,5.14,2.85,4.34,3.73,3.87,2,2,2,"Male","I know God really exists and I have no doubt about it.","Hindu","Catholic","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
854,40.57,5.91,4.23,4.21,4.83,6.69,5.38,2.78,3.72,4.39,5.86,3.3,1,0.81,1.08,1.01,2.51,4.36,5.57,4.53,2.98,3.63,2.81,1.9,4.44,4.27,4.3,4.66,5.29,4.31,4.83,2,2,1.34,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Atheist","Shinto","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
855,36.91,4.02,3.52,4.64,4.11,6.42,3.19,2.57,2.77,3.46,5.12,3.89,1,1.07,1.11,1.31,3.52,3.33,0.93,5.17,4.53,5.56,3.74,3.98,4.76,4.02,2.73,3.71,3.63,4.03,3.48,2,2,0.67,"Male","Don't Know","Spiritual but not religious","Protestant","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
856,42.26,4.5,3.25,4.55,3.09,5.51,4.22,3.78,3.32,1.82,5.08,2.63,1,1.29,0.15,1.02,3.97,3.43,4.56,4.54,2.74,3.24,2.16,2.55,4.55,3.18,5.31,5.33,4.86,3.49,1.61,2,2,1.49,"Male","While I have doubts, I feel that I do believe in God","Humanist","Shinto","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
857,45.45,5.33,2.07,6.49,6.47,4.64,4.42,4,2.54,3.32,7.23,3.29,1,0.92,1.65,1.64,4.44,4.63,1.79,2.55,4.77,4.43,4.09,4.04,3.4,4.56,4.83,3.93,3.65,5.52,3.05,3,2,0.79,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Spiritual but not religious","Catholic","No, I’ve never had an experience like this.","No","UK"
858,31.61,5.79,2.6,4.33,4.66,6.87,3.59,2.79,2.25,4.09,5.19,2.55,1,1.35,1.38,1.12,2.89,5.42,4.31,3.79,3.29,3.34,4.5,3.97,2.6,5.64,3.44,4.01,4.28,5.13,3.72,1,1,2.04,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Rationalist","Sunni","Yes, I’ve had an experience like this.","Yes.","UK"
859,43.14,4.46,4.6,4.6,4.48,5.71,3.27,2.67,1.71,3.44,4.45,2.1,1,1.03,1.43,1.58,3.52,3.93,3.9,2.97,4.38,4.65,3.66,4.15,3.51,5.29,3.62,4.58,4.42,4.58,4.06,2,1,1.36,"Female","Don't Know","Free thinker","Confucian","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","UK"
860,40.72,5.13,1.89,4.21,3.96,6.08,3.52,2.2,1.33,2.65,4.72,3.1,1,1.26,1.83,2.44,5.7,3.01,3.38,4.13,2.94,1.82,4.56,3.53,4.99,2.37,0.46,2.65,3.48,3.78,5,2,2,0.73,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Jewish","Catholic","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
861,38.18,5.26,1.98,5.37,4.4,4.4,4.69,2.5,3.06,3.44,6.36,2.06,0,0.46,0,1.7,4.06,4.78,3.28,3.27,4.54,3.3,5.48,3.32,5.22,4.61,3.49,4.59,4.27,5.12,4.53,1,1,-0.68,"Male","I find myself believing in God some of the time, but not at others","Secular","Buddhist","Yes, I’ve had an experience like this.","Yes.","UK"
862,40.33,4.94,4.84,4.85,4.69,5.35,3.16,5.2,3.4,1.07,6.13,3.74,1,1.65,1.39,2.13,3.75,4.72,4.86,4.26,3.91,3.72,3.63,4.86,2.71,4.65,4.04,4.73,3.98,5.36,5.12,2,1,1,"Male","While I have doubts, I feel that I do believe in God","Confucian","Other","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","UK"
863,41.45,3.41,2.55,4.52,3.52,5.04,3.72,2.81,2.67,3.74,3.9,3.66,1,1.39,2,1.33,4.22,5.65,5.67,3.75,2.52,5.56,4.1,3.09,2.92,4.91,5.63,4.63,5.02,4.45,2.98,1,2,1.78,"notSpec","I know God really exists and I have no doubt about it.","Humanist","Sunni","Yes, I’ve had an experience like this.","No","UK"
864,38.95,3.41,3.7,4.91,3.38,2.64,5.93,3.78,1.67,2.93,5.11,3.22,1,1.38,1.23,0.64,3.07,4.02,4.54,6.3,4.01,3.49,2.77,2.66,4.36,4.69,4.36,3.27,4.05,3.5,4.08,1,2,1.18,"Female","I don’t believe in God","Seeker","Other","Yes, I’ve had an experience like this.","No","UK"
865,44.59,4.68,3.95,5.29,4.27,6.76,3.41,2.2,1.51,1.85,5.31,2.5,1,1.34,1.3,1.27,3.24,5.15,3.35,3.86,6.78,4.94,5.25,4.32,3.26,3.96,3.11,4.79,4.59,1.8,4.53,1,2,1.24,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Muslim","Daoist","Yes, I’ve had an experience like this.","No","UK"
866,41.12,5.39,3.36,5.2,5.02,6.16,5.05,4.51,3.21,3.9,6.08,3.3,1,1.36,0.82,0.42,3.77,3.79,5.06,3.27,4.22,2.47,4.42,5.54,4.1,4.02,3,4.88,4.85,2.6,3.66,2,2,1.43,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Christian","Protestant","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
867,35.77,6.83,2.36,4.72,5.14,5.09,5.65,3.38,2.77,3.62,5.79,4.14,0,0.72,0.11,1.76,2.48,3.49,3.28,4.96,3.55,3.65,3.58,4.83,2.55,2.66,3.63,0.42,3.79,4.18,3.1,1,2,0.32,"Female","I don’t believe in God","Sceptic","Confucian","Yes, I’ve had an experience like this.","No","UK"
868,37.46,6.17,2.48,5.35,5.57,3.25,3.81,3.68,3.71,3.76,6.02,3.35,1,0.98,1.49,0.2,2.61,3.61,4.47,3.65,4.42,5.15,3.92,4.03,4.57,3.42,3.98,2.6,3.97,1.76,4.17,1,1,1.33,"Male","I know God really exists and I have no doubt about it.","Other","Shinto","Yes, I’ve had an experience like this.","Yes.","UK"
869,40.61,3.19,3.92,5.42,3.74,5.13,4.84,1.6,1.25,4.25,4.35,3.33,1,0.99,1.49,0.97,2.08,6.18,3.56,5.14,2.26,5.4,4.58,4.51,3.76,4.11,4.46,4.22,4.02,4.76,4.89,2,2,1.42,"Female","I find myself believing in God some of the time, but not at others","Agnostic","Shiite","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
870,41.18,5.07,3.87,4.75,4.88,5.24,3.84,3.04,3.73,2.45,5,2.71,1,1.38,1.5,0.77,5.47,3.86,4.44,4.22,4.29,2.9,4.69,4.04,3.05,3.13,3.17,4.44,5.21,3.72,6.07,1,1,0.62,"Female","While I have doubts, I feel that I do believe in God","Sceptic","Shinto","Yes, I’ve had an experience like this.","Yes.","UK"
871,45.06,4.95,4.31,4.8,5.55,4.79,4.68,5.05,3.5,2.49,5.58,3.67,1,1.27,1.41,0.31,3.09,5.39,4.21,4.18,3.9,4.83,4.12,3.98,4.82,4.29,4.68,4.53,5.36,2.29,3.59,3,2,2.01,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Jewish","Catholic","No, I’ve never had an experience like this.","No","UK"
872,38.75,4.35,4.05,2.85,2.68,5.89,3.93,3.67,0.93,4.14,4.23,4.91,1,1.79,1.3,1.7,6.2,4.91,5.13,1.42,6.45,4.22,1.31,5.97,5.21,2.92,5.37,4.91,3.46,0.7,4.5,2,2,2.17,"Female","Don't Know","Non-religious","Jewish","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
873,42.42,6.04,3.66,3.87,4.19,4.53,5.22,2.21,3.79,1.92,5,2.94,0,-0.53,-0.08,0.4,3.62,3.41,6.33,5.47,3.9,3.36,5.32,5.23,4.54,4.13,4.45,4.57,1.68,2.96,4.45,3,1,1.08,"Female","I find myself believing in God some of the time, but not at others","Atheist","Shinto","No, I’ve never had an experience like this.","Yes.","UK"
874,42.64,4.91,4.78,5.3,4.7,6.47,2.83,2.95,3.5,1.61,6.2,1.81,1,2.24,1.24,1.04,4.65,4.12,3.61,3.64,6.46,3.98,5.16,1.66,1.99,5.5,4.41,2.67,3.84,3.92,2.01,2,2,1.47,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Seeker","Daoist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
875,42.1,4.01,2.84,6.49,5,4.93,4.13,1.73,4.16,2.57,6.14,2.07,1,1.44,1.65,1.37,4.73,5.39,3.1,4.07,4.81,4.56,3.92,2.42,1.77,3.83,4.17,5.08,1.21,5.44,3.94,2,1,0.94,"Female","While I have doubts, I feel that I do believe in God","Rationalist","Buddhist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","UK"
876,42.66,2.87,5.87,5.72,4.49,7.23,3.09,2.51,4.19,2,4.98,3.03,1,1.21,1.1,1.85,4.77,4.77,3.38,5.37,4,4.27,3.92,3.18,4.21,5.15,4.15,2.33,5.38,3.94,4.24,2,2,0.85,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Agnostic","Orthodox","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
877,41.12,3.6,3.47,4.4,3.1,5.36,5.32,2.79,1.3,5.05,4.12,4.19,1,1.14,1.42,0.36,4.26,3.44,3.4,3.83,2.87,4.85,2.8,2.62,4.26,3.41,2.12,2.5,3.74,3.33,2.22,1,1,0.77,"Female","Don't Know","Spiritual but not religious","Confucian","Yes, I’ve had an experience like this.","Yes.","UK"
878,32.07,4.2,3.49,5.02,4,6.28,3.07,2.71,2.55,4.81,5.66,2.65,1,1.74,1.59,1.39,3.56,4.18,3.48,4.35,2.93,2.8,3.56,5.02,5.62,3.97,4.43,5.72,5.04,3.36,4.6,3,2,0.75,"Male","I know God really exists and I have no doubt about it.","Seeker","Jewish","No, I’ve never had an experience like this.","No","UK"
879,40.9,5.55,2.78,4.27,4.28,4.4,4.52,3.93,4.21,2.25,5.38,3.42,1,1.71,2.56,0.37,5.53,3.62,5.16,3.14,5.73,1.8,4.65,3.07,4.67,3.35,2.94,3.02,4.31,4.24,3.75,2,2,1.35,"Female","I don’t believe in God","Non-religious","Shinto","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
880,44.78,5.78,2.58,4.9,5.2,6.45,5.77,2.79,3.11,3.56,5.3,3.43,1,1.68,1.84,1.28,3.73,4.77,5.21,2.32,4.41,3.62,4.15,3.78,4.99,5.22,3.72,4.96,4.07,4.05,3.55,2,2,1.51,"Male","I don’t believe in God","Secular","Hindu","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
881,34.47,5.24,4.58,2.18,4.15,3.97,5.2,2.32,3.73,3.24,2.72,2.66,1,1.8,1.11,1.96,4.86,2.66,4.02,3.71,3.32,2.9,4.93,4.4,4.5,5.1,4.35,5.36,4.86,1.59,6.13,3,2,1.68,"Female","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Confucian","Shiite","No, I’ve never had an experience like this.","No","UK"
882,38.83,4.39,4.69,5.43,4.47,5.14,4.15,2.69,2.36,3.27,4.68,2.61,1,1.74,1.19,0.74,2.95,4,3.99,3.4,3.76,4.69,4.17,3.56,4.11,2.29,1.99,4.36,1.57,4.56,4.91,2,1,1.43,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Hindu","Catholic","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","UK"
883,42.97,3.51,2.67,4.06,3.08,4.4,2.41,2.86,1.93,1.57,3.57,0.22,1,2.3,1.59,1.47,3.45,2.59,4.18,3.73,4.25,4.44,3.4,4.41,6.07,5.13,3.77,4.44,2.59,4.4,4.31,2,1,0.93,"Female","While I have doubts, I feel that I do believe in God","Non-religious","Orthodox","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","UK"
884,43.57,4.01,3.89,5.75,4.73,7.29,3.25,3,1.74,2.09,5.93,3.76,1,1.54,1.56,1.1,2.41,4.39,4.96,3.01,4.29,3.21,4.17,5.06,2.78,5.04,4.52,5.11,4.1,3.35,2.95,2,2,1.36,"Male","While I have doubts, I feel that I do believe in God","Humanist","Jewish","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
885,35.12,4.47,3.94,3.86,4.46,6.83,4.59,3.27,3.54,2.48,4.9,4.28,1,0.78,1.56,1.31,2.07,5,2.14,3.55,4.58,3.95,4.91,4.29,4.18,2.92,3.05,4.18,4.34,2.74,3.48,2,2,1.56,"Male","Don't Know","Sceptic","Protestant","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
886,42.99,5.1,4.82,6.41,5.78,4.86,4.12,1.01,3.29,3.04,6.42,3.59,1,1.28,1.6,0.97,3.83,4.71,2.63,4.22,4.19,3.39,3.97,1.63,4.1,1.38,5.33,4.39,2.91,3.09,3.86,1,1,2.14,"Female","Don't Know","Buddhist","Jewish","Yes, I’ve had an experience like this.","Yes.","UK"
887,45.85,4.5,3.15,3.88,4,4.32,2.28,2.29,2.39,3.49,5.66,1.69,1,1.3,1.99,0.07,5.06,3.61,5.17,4.73,2.72,3.66,3.33,4.23,1.08,3.45,3.81,4.17,3.02,4.07,4.03,2,2,2.06,"Male","I find myself believing in God some of the time, but not at others","Other","Confucian","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
888,38.4,3.49,2.95,6.5,3.87,2.84,3.62,2.81,2.84,3.5,7.1,2.74,0,0.84,0.94,1.28,4.05,2.64,4.11,4.33,5.51,5.5,3.32,5.13,5.04,3.47,4.07,3.88,4.39,4.03,2.32,3,1,0.83,"Male","I find myself believing in God some of the time, but not at others","Sceptic","Shiite","No, I’ve never had an experience like this.","Yes.","UK"
889,40.26,5.9,2.42,3.74,4.2,7.36,6.13,4.62,4.25,3.14,4.75,3.52,1,1.46,1.61,1.6,4.12,3.83,4.1,3.26,3.53,3.44,4.69,3.59,3.56,4.54,2.78,3.34,5.42,4.52,4.82,1,2,1.22,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Rationalist","Hindu","Yes, I’ve had an experience like this.","No","UK"
890,37.13,4.62,5.08,3.66,3.7,6.02,4.56,3.42,2.86,3.11,4.74,1.34,1,1.46,1.47,1.51,4.12,3.12,3.1,3.35,3.86,1.87,5.16,4.22,3.66,5.13,4.34,3.13,4.79,2.66,5.89,2,2,0.73,"Female","I find myself believing in God some of the time, but not at others","Seeker","Shiite","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
891,39.91,4.46,4.2,4.7,4.61,5.32,2.79,2.11,1.21,3.47,5.62,5.12,1,1.08,2.25,0.64,2.56,3.8,3.13,4.12,1.91,4.08,4.15,3.97,3.25,3.5,5.05,3.27,5.43,4.12,4.53,3,1,1.53,"Male","I know God really exists and I have no doubt about it.","Seeker","Catholic","No, I’ve never had an experience like this.","Yes.","UK"
892,41.05,4.61,3.34,3.29,3.86,5.04,2.81,1.76,3.19,1.4,4.69,2.72,0,0.68,0.17,0.72,3.96,2.85,4.46,4.09,2.93,4.08,4.03,3.85,5.1,5.09,4.86,1.93,4.66,4.6,4.55,1,2,0.14,"Female","Don't Know","Jewish","Shiite","Yes, I’ve had an experience like this.","No","UK"
893,37.95,6.14,2.21,5.02,4.11,7.13,6.04,2.72,3.09,2.66,5.88,2.35,1,0.9,0.62,1.78,4.84,3.98,6.11,3.99,5.43,4.49,3.85,5.15,3.28,2.88,4.97,2.87,3.8,5.64,2.34,3,1,0.26,"Female","Don't Know","Atheist","Shiite","No, I’ve never had an experience like this.","Yes.","UK"
894,39.71,4.08,3.22,5.48,3.3,5.18,4.21,3.89,1.78,3.84,5.28,2.34,1,1.25,1.26,0.1,2.22,5.41,5.06,5.68,4.09,2.23,3.53,3.84,4.36,1.79,4.24,4.57,4.17,3.2,5.11,2,1,2.15,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Confucian","Buddhist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","UK"
895,38.17,6.32,1.86,4.43,5.07,4.41,2.95,3.14,1.09,4.44,6.01,2.62,1,0.82,0.72,1.31,5.2,4.38,3.78,4.01,3.91,2.88,5.35,4.65,5.23,4.04,5.63,4.19,3.58,3.8,5.41,3,2,0.52,"Male","Don't Know","Sceptic","Daoist","No, I’ve never had an experience like this.","No","UK"
896,42.95,6.07,1.92,4.14,5.02,5.35,3.69,1.4,2.38,4.55,4.85,2.23,1,1.18,1.1,1,4.82,4.75,3.8,6,3.68,2.71,3.28,5.75,3.1,4.57,4.02,3.93,4.35,5.42,4.08,1,1,1.17,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Humanist","Buddhist","Yes, I’ve had an experience like this.","Yes.","UK"
897,41.17,4.27,4.09,4.98,4.27,3.88,3.98,2.16,1.39,4.47,5.52,4.56,1,0.59,1.81,1.26,2.76,2.52,2.84,4.56,4,0.84,3.84,4.32,3.23,4.5,5.03,3.39,3.87,1.71,3.57,2,2,0.76,"Female","I find myself believing in God some of the time, but not at others","Secular","Shiite","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
898,43.13,3.98,3.46,5.86,5.33,7.38,5.69,3.46,0.98,3.21,5.89,1.08,1,1.26,1.7,0.01,2.03,3.11,4.72,7.85,2.76,5.14,3.25,5.48,4.26,3.67,5.21,5.11,4.11,4.97,3.17,2,1,1.75,"Male","I don’t believe in God","Spiritual but not religious","Hindu","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","UK"
899,41.28,4.77,2.65,4.14,3.21,4.33,4.94,4.22,2.76,2.01,4.56,4.05,1,1.63,1.49,1.7,4.26,4.38,4.07,3.7,2.34,3.29,4,3.24,3.1,3.82,4.01,5.46,4.78,4.14,2.09,1,1,1,"Male","I find myself believing in God some of the time, but not at others","Hindu","Daoist","Yes, I’ve had an experience like this.","Yes.","UK"
900,40.12,6.1,3.78,3.79,3.77,4.77,4.87,2.49,2.4,2.72,4.5,3.17,1,1.31,1.88,1.73,4.16,3.95,4.23,3.47,2.67,5.34,3.76,2.76,4.14,5.64,4.72,4.1,5.42,3.68,5.32,1,2,0.89,"Male","I find myself believing in God some of the time, but not at others","Christian","Other","Yes, I’ve had an experience like this.","No","UK"
901,33.39,6.99,2.35,2.97,4.49,1.12,4.16,4.11,1.47,4.98,4.48,2.2,1,2.23,1.93,0.86,4.1,3.36,3.76,3.59,4.97,3.97,3.38,2.22,2.32,3.96,4.81,3.71,2.43,3.9,3.85,1,2,1.03,"Male","I don’t believe in God","Christian","Hindu","Yes, I’ve had an experience like this.","No","UK"
902,41.47,5.64,3.06,4.33,4.76,6.47,4.96,2.56,3.14,1.25,4.63,3.29,1,0.29,0.94,1.92,3.71,3.44,4.99,2.95,3.58,4.53,3.82,5.38,5.11,4.1,2.15,7.05,3.65,3.6,2.92,2,1,0.78,"Male","I find myself believing in God some of the time, but not at others","Hindu","Other","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","UK"
903,39.61,4.44,3.14,4.6,4.02,3.24,3.39,3.13,3.68,1.55,4.72,0.92,0,-0.22,0.32,-0.55,3.77,5.26,2.75,4.63,5.11,3.92,3.74,4.25,0.93,5.6,4.39,4.08,4.69,2.67,2.5,2,2,2.26,"Male","While I have doubts, I feel that I do believe in God","Daoist","Daoist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
904,42.55,2.89,4.76,4.43,4.28,4.37,3.26,2.69,2.2,3.52,4.5,2.47,1,0.93,0.95,0.43,1.78,2.56,5.2,3.43,4.39,4.35,4.39,3.47,1.62,5.15,5.8,4.85,3.94,4.61,2.84,2,2,1.02,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Atheist","Catholic","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
905,44.81,6.3,4.46,2.97,4.72,6.15,3.81,1.75,2.66,2.96,4.85,1.85,1,1.71,0.51,0.96,4.99,4.97,3.15,3.51,2.83,4.65,4.34,3.98,2.82,2.44,3.96,5.97,5.61,4.49,4.33,2,1,0.53,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Shinto","Daoist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","UK"
906,37.54,5.46,3.44,4.36,4.78,3.28,4.1,4.75,4.54,2.79,5.04,2.48,1,0.2,0.63,1.65,4.58,2.53,2.36,3.91,3.68,3,3.72,3.86,3.71,2.49,3.29,3.41,4.3,3.92,3.08,3,2,0.86,"Female","While I have doubts, I feel that I do believe in God","Secular","Shinto","No, I’ve never had an experience like this.","No","UK"
907,37.6,4.8,4.56,5.29,4.01,7.68,3.23,3.23,4.56,4.41,5.82,5.2,1,0.81,1.92,1.65,5.11,4.55,2.92,3.75,2.85,4.1,3.34,4.91,5.48,3.51,3.91,3.56,3,2.07,4.86,1,2,1.06,"Female","I find myself believing in God some of the time, but not at others","Agnostic","Protestant","Yes, I’ve had an experience like this.","No","UK"
908,39.31,4.26,2.77,6.57,4.36,7.14,4.75,1.33,4.54,2.2,7.19,3.86,1,1.78,0.74,0.97,4.42,3.71,3.89,4.12,3.62,1.78,1.63,3.5,3.94,3.01,2.86,3.44,4.28,4.06,2.08,3,1,1.22,"Female","I don’t know whether there is a God, and I don’t believe there is any way to find out","Daoist","Other","No, I’ve never had an experience like this.","Yes.","UK"
909,44.79,4.39,2.86,4.93,3.86,4.69,2.58,2.07,2.59,3.17,5.22,1.3,1,0.8,1.11,1.44,5.45,3.02,4.89,3.31,2.87,5.27,5.03,6.03,5.38,5.91,4.47,4.39,3.48,1.14,3.77,2,2,1.04,"notSpec","I don’t believe in God","Daoist","Other","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
910,43.15,3.74,1.81,7.24,5.33,3.46,3.29,3.92,1.27,2.98,7.04,1.65,1,1.09,0.71,1.64,3.86,4.01,3.26,7.06,5.19,3.19,4.8,4.49,4.89,5.31,4.11,4.66,3.79,4.05,2.42,2,2,1,"Male","I find myself believing in God some of the time, but not at others","Christian","Hindu","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
911,44.61,5.91,3.59,6.09,5.32,7.47,5.73,0.88,4.5,3.59,6.74,3.11,1,1.62,2.38,0.74,3.2,3.29,2.43,3.45,3.92,4,4.71,3.8,2.14,3.9,5.56,2.86,5.25,4.63,2.61,1,1,1.79,"Male","I don’t know whether there is a God, and I don’t believe there is any way to find out","Atheist","Buddhist","Yes, I’ve had an experience like this.","Yes.","UK"
912,36.23,4.07,4.86,5.11,5.47,6.8,3.43,3.46,1.94,2.31,5.09,3.49,1,1.68,0.33,0.07,4.92,2.11,5.61,4.11,1.35,3.95,3.58,2.81,3.9,4.84,5.61,2.81,5.64,3.64,4.53,2,1,1.51,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Jewish","Daoist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","Yes.","UK"
913,36.31,6.01,4.46,3.81,4.79,7.73,3.11,3.23,4.25,3.64,4.96,2.92,1,1.33,2.02,1.59,4.31,4.48,5.33,3.68,3.08,5.09,4.46,2.66,4.73,3.39,2.99,2.03,3.33,5.66,2.52,2,2,0.98,"Female","I don’t believe in God","Sceptic","Buddhist","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
914,37.59,4.26,4.48,5.85,4.68,5.16,4.71,2.84,2.23,0.72,5.78,3.38,1,1.31,0.36,0.77,3.79,3.02,4.74,4.97,4.56,3.86,2.73,3.96,3.12,5.77,2.53,3.51,4.17,3.27,4.51,3,2,1.5,"Male","Don't Know","Jewish","Orthodox","No, I’ve never had an experience like this.","No","UK"
915,38.9,4.99,4.25,5.2,5.45,2.97,4.58,3.74,3.06,3.33,6.05,4.75,1,1.62,2.2,1.68,4.14,2.94,4.76,3.89,3.4,2.91,2.51,3.69,4.17,4.83,4.69,5.34,4.28,3.26,2.68,1,2,1.01,"Male","I find myself believing in God some of the time, but not at others","Daoist","Confucian","Yes, I’ve had an experience like this.","No","UK"
916,39.82,5.65,3.35,3.63,3.72,4.96,3.18,3.63,3.03,1.62,5.34,4.32,1,0.81,1.6,1.9,3.77,5.58,3.95,4.07,3.59,1.91,3.53,3.66,5.79,2.94,2.98,4.17,3.9,3.88,4.78,3,2,0.87,"Male","I don’t believe in God","Christian","Jewish","No, I’ve never had an experience like this.","No","UK"
917,37.86,4.77,3.67,5.76,4.74,4.56,3.61,2.85,3.87,3.7,5.13,0.9,1,1.38,1.77,1.62,3.81,5.14,5.54,6.87,5,4.4,3.68,4.76,5.62,3.8,5.35,3.39,4.27,3.94,3.67,2,2,0.88,"Female","Don't Know","Non-religious","Sunni","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
918,39.83,4.44,0.83,4.98,4.24,6.66,4.56,3.28,1.85,2.55,4.51,3.81,1,1.6,1.41,0.85,3.07,3.31,3.74,4.39,2.98,3.4,4.85,3.14,4.31,6.03,4.84,3.54,5.75,4.03,4.83,2,2,0.9,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Jewish","Protestant","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
919,36.19,5.15,3.38,4.05,5.04,3.24,4.25,2.61,3.57,1.9,4.38,0.83,1,1.72,1.02,1.95,3.02,2.94,4.06,3.01,3.32,4.89,4.95,2.34,5.02,3.51,2.58,4.92,5.09,5.76,1.73,1,1,1.18,"Male","I find myself believing in God some of the time, but not at others","Free thinker","Catholic","Yes, I’ve had an experience like this.","Yes.","UK"
920,46.35,3.98,4.7,5.47,3.81,4.27,4.06,4.64,1.84,3.08,5.39,2.25,1,1.17,0.73,0.83,5.02,3.7,3.3,4.02,4.3,2.37,4.48,4.41,3.44,4.01,3.39,2.6,2.38,3.4,5.62,2,2,1.79,"Male","I don’t believe in a personal God, but I do believe in a Higher Power of some kind","Seeker","Shinto","I’ve had an experience like this, but I didn’t associate it with a spiritual force.","No","UK"
921,38.27,5.25,2.77,4.43,3.66,5.72,5.15,3.45,2.16,5.04,5.41,2.97,1,0.68,0.29,0.74,4.12,5.73,2.63,6.28,3.05,3.42,1.27,3.99,2.31,4.21,3.77,4.53,1.88,3.59,4,3,2,0.51,"Male","Don't Know","Confucian","Shinto","No, I’ve never had an experience like this.","No","UK"
